DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,DECKPORCHO,DECKPORCHE,PATIOCOVER,FENCEATTAC,YEARBUILT,VSD,LATITUDE,LONGITUDE,Distance,EMBER,FLAME
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,1,39.76228743,-121.6087674,10.96860469,1,2.305038
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,1,39.76237057,-121.6086983,10.96860469,2,0.990128
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,1,39.76006255,-121.6102116,45.8126079,2,10.469266
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1946,1,39.76017488,-121.6094269,20.35172346,1,24.364386
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,1946,1,39.76016082,-121.6096637,16.56219386,4,2.299213
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,1946,1,39.76001205,-121.6096785,16.56219386,4,2.299213
Destroyed (>50%),,Asphalt,Unenclosed,Unscreened,Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1946,0,39.76087405,-121.6080799,45.88253386,,0.749668
Destroyed (>50%),,Asphalt,No Eaves,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1946,,39.75287938,-121.6268635,11.95369567,,2.534407
Destroyed (>50%),,Asphalt,No Eaves,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1946,,39.75292425,-121.6269904,7.383598947,,2.534407
Destroyed (>50%),,Asphalt,No Eaves,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1946,,39.75294441,-121.6270725,6.540509582,,3.192274
Destroyed (>50%),,Asphalt,No Eaves,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1946,,39.75300333,-121.6270719,6.540509582,,3.192274
Destroyed (>50%),,Asphalt,No Eaves,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1946,,39.75305902,-121.6270338,6.987770454,,3.192274
Destroyed (>50%),,Asphalt,No Eaves,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1946,,39.75302078,-121.6268531,15.72191458,,2.534407
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,1946,0,39.76082346,-121.6075484,45.88253386,1,2.144897
No Damage,,,,,,,,,,,1946,1,39.77013619,-121.6064854,41.25661845,2,2.568223
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,1,39.77719652,-121.6037305,38.07609842,,1.9267
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.73153146,-121.4928857,33.3230969,9,
Destroyed (>50%),,Metal,Unenclosed,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.73178325,-121.4926741,33.3230969,8,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1946,0,39.77738673,-121.6032797,17.70032882,2,10.109708
Destroyed (>50%),,Asphalt,Unknown,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,0,39.77723166,-121.6032316,17.70032882,2,10.109708
No Damage,,,,,,,,,,,1946,,39.7700916,-121.6029084,32.06274298,,10.739791
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1946,,39.77793607,-121.6028187,7.134232373,2,0.599797
Destroyed (>50%),,Asphalt,Unknown,No Vents,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.77795663,-121.6027398,7.134232373,2,0.599797
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1946,1,39.77739657,-121.6027637,15.35888742,,9.899879
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,1,39.77725919,-121.602785,15.35888742,,9.556303
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,1,39.75969148,-121.6012207,11.9213952,1,2.5878
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,1,39.75982676,-121.6013055,16.67944673,,
Destroyed (>50%),,Asphalt,Unenclosed,Unknown,Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1946,,39.74755028,-121.5449431,62.95552129,8,5.207029
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1946,,39.74802727,-121.5453405,62.95552129,3,2.452749
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,0,39.75907833,-121.5978736,19.63697045,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,0,39.75923437,-121.5977657,19.63697045,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1946,0,39.73743842,-121.596831,11.58844233,1,0.648321
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,1,39.73742068,-121.5969643,11.58844233,1,6.756162
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Non Combustible,1946,0,39.78387846,-121.5969723,17.80788046,1,6.825912
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,1946,0,39.78379347,-121.596796,12.42501996,5,2.17998
Destroyed (>50%),,Metal,Unenclosed,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,1,39.7838844,-121.5967114,12.42501996,1,6.825912
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1946,0,39.74343743,-121.5958013,45.07100513,,1.281587
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.77726359,-121.5951838,15.80367773,3,16.95092
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1946,,39.77729858,-121.5953627,15.80367773,1,10.338538
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,1946,,39.81115633,-121.5812195,34.54882373,2,7.919338
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1946,,39.7629833,-121.5944483,38.22795779,3,1.871926
Destroyed (>50%),,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,1946,,39.73848643,-121.5920742,31.22110572,1,2.180538
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Single Pane,Wood,Wood,Non Combustible,No Fence,1946,,39.738242,-121.5922544,31.22110572,1,0.717595
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,1946,,39.76271098,-121.5920085,25.14651107,,1.789648
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76293624,-121.5919774,25.14651107,,1.147362
Destroyed (>50%),,Asphalt,Unknown,Unknown,Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76474534,-121.5894794,19.83677015,1,0.971638
Destroyed (>50%),,Asphalt,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76470178,-121.589704,15.57085819,3,0.758068
No Damage,,,,,,,,,,,1946,,39.77800002,-121.5890509,47.83794849,,1.486476
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.7779828,-121.588456,28.22929956,2,2.726794
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1946,,39.78483209,-121.5878121,55.25938085,,11.100151
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.75102147,-121.5868164,19.6751036,,0.583643
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76967956,-121.5820121,17.6861794,2,1.97756
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76977175,-121.5821805,17.6861794,2,1.97756
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.76333518,-121.5804388,40.71127039,3,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1946,,39.7986145,-121.5786328,36.20751352,5,0.688637
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Unknown,Masonry/Concrete,Wood,Unknown,Non Combustible,1946,,39.7635863,-121.5771974,40.46387912,3,1.464658
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1946,,39.7871424,-121.5768783,18.44989986,6,1.093394
Destroyed (>50%),,Metal,Unenclosed,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.78730552,-121.5771494,17.58179044,6,1.212577
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.78730466,-121.576925,18.44989986,6,1.093394
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1946,,39.76353992,-121.5766487,11.90364271,1,11.000165
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76362995,-121.5767242,11.90364271,4,0.913444
Destroyed (>50%),,Asphalt,Unenclosed,Unknown,Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76799247,-121.5755425,14.96358712,3,1.803754
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76808551,-121.5754161,14.96358712,3,1.803754
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1946,,39.73524348,-121.6865896,31.21078105,,
Destroyed (>50%),,Metal,No Eaves,Unscreened,Ignition Resistant,No Windows,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,1946,,39.73557832,-121.6862824,43.66082007,,
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,1946,,39.73512377,-121.6861082,43.34193943,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1946,,39.73864297,-121.6444912,32.28363961,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,1946,,39.7386554,-121.6448676,7.106671824,1,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,1946,,39.73864109,-121.6449484,7.106671824,1,
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.72689418,-121.6572558,21.90685582,1,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.72706616,-121.6573812,21.90685582,,
No Damage,,,,,,,,,,,1946,,39.72731951,-121.6571864,27.95012921,1,
No Damage,,,,,,,,,,,1946,,39.72748188,-121.6569372,27.95012921,,
No Damage,,,,,,,,,,,1946,,39.72699291,-121.6566372,20.97870521,,
No Damage,,,,,,,,,,,1946,,39.72734442,-121.6562295,15.96641235,,
No Damage,,,,,,,,,,,1946,,39.72640374,-121.6566694,20.99089997,,
No Damage,,,,,,,,,,,1946,,39.72722683,-121.6563368,15.96641235,,
No Damage,,,,,,,,,,,1946,,39.72717732,-121.6565836,20.97870521,,
No Damage,,,,,,,,,,,1946,,39.72703498,-121.6562483,18.45653438,,
No Damage,,,,,,,,,,,1946,,39.72688852,-121.6563502,18.45653438,,
No Damage,,,,,,,,,,,1946,,39.72675031,-121.6566024,19.47787211,,
No Damage,,,,,,,,,,,1946,,39.72659146,-121.6566989,19.47787211,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,1946,,39.74345656,-121.6417605,18.89774372,,4.529098
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,1946,,39.74361264,-121.6416725,18.89774372,,2.901289
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.7640397,-121.6372056,15.23667038,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76389416,-121.637232,14.52566874,1,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76397668,-121.6373636,14.52566874,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.75162308,-121.6193609,19.22801559,,2.796103
No Damage,,,,,,,,,,,1946,,39.75183706,-121.6194564,18.28541406,,0.926076
No Damage,,,,,,,,,,,1946,,39.75177688,-121.6192577,18.28541406,,1.152931
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1946,,39.74463738,-121.6397067,20.34805289,,5.028924
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.74470052,-121.6399319,20.53305166,,1.252764
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.74480083,-121.6401397,21.00055045,,1.252764
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1946,,39.74480803,-121.6396199,20.34805289,,5.028924
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1946,,39.76723256,-121.6356096,36.5789642,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1946,,39.76717955,-121.6348002,32.18624444,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,Non Combustible,1946,,39.74439604,-121.6549545,7.944358,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,1946,,39.74443102,-121.6548736,7.944358,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76431225,-121.6335172,13.21862231,1,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.76431371,-121.6333629,13.21862231,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1946,,39.72559431,-121.6186148,30.20851648,1,9.143626
Destroyed (>50%),,Metal,Unenclosed,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,1946,,39.72607938,-121.6180967,58.71348137,2,1.024359
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.7258548,-121.6187169,30.20851648,,9.492132
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.76650354,-121.6335589,28.35849283,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1946,,39.76402705,-121.6330105,14.42045429,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,1946,,39.76412272,-121.6328966,14.42045429,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.73173547,-121.6365966,17.80847142,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.73182668,-121.6367676,17.80847142,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.73169576,-121.6370497,14.75807521,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.73182764,-121.6370279,14.75807521,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.73204436,-121.6366407,24.11009831,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.73216436,-121.6368752,24.11009831,,
Destroyed (>50%),,Metal,No Eaves,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.7319574,-121.6372622,24.71493975,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1946,,39.7447056,-121.654721,23.6259665,,4.724459
No Damage,,,,,,,,,,,1946,,39.73463164,-121.6364216,25.04943046,,
Destroyed (>50%),,Asphalt,Unenclosed,Unknown,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.73823841,-121.6291163,23.71089919,,1.266009
Destroyed (>50%),,Metal,Unenclosed,Unknown,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.73769296,-121.6283384,76.314624,,
No Damage,,,,,,,,,,,1946,,39.73857046,-121.629141,36.91931149,,
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.73964776,-121.6307465,13.71593639,,
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.73974408,-121.6306462,13.71593639,,
Destroyed (>50%),,Asphalt,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1946,,39.73865659,-121.5928728,15.59005923,1,1.723469
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Wood,Wood,Unknown,No Fence,1946,,39.73879653,-121.5928574,15.59005923,1,1.723469
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1946,,39.7396035,-121.5942263,30.14348853,,
