DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,DECKPORCHO,DECKPORCHE,PATIOCOVER,FENCEATTAC,YEARBUILT,VSD,LATITUDE,LONGITUDE,Distance,EMBER,FLAME
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,1998,,39.81541358,-121.607913,17.73165076,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,No Fence,1998,,39.81600828,-121.6056731,23.82260994,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,1998,,39.81859452,-121.6058899,24.51450789,1,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,1998,,39.7726865,-121.5707741,47.172979,5,1.381624
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,1998,,39.81658495,-121.6066829,18.42600632,1,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,Wood,Non Combustible,Non Combustible,1998,,39.80913964,-121.5963823,20.11890125,1,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1998,,39.80150517,-121.5977088,18.68921309,2,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1998,,39.8016745,-121.5968523,22.7762027,,
No Damage,,,,,,,,,,,1998,,39.77084673,-121.5768841,35.20159613,2,0.561872
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,1998,,39.7708742,-121.5754199,36.90067558,2,1.674935
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,Unknown,Unknown,No Fence,1998,,39.78133891,-121.6098803,64.5913761,,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1998,,39.78899674,-121.5985549,117.7704499,3,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1998,,39.78604759,-121.5790419,15.98593626,3,1.002645
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1998,,39.78596105,-121.5791911,15.98593626,1,1.170675
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,,39.78619661,-121.5753172,16.85647165,2,2.261342
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,,39.78628909,-121.5751611,16.85647165,,2.119071
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1998,,39.74621932,-121.619626,15.53956832,,7.313157
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,1998,,39.75871308,-121.6172922,24.44484441,,1.996664
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Unknown,Combustible,1998,,39.75897332,-121.6172495,29.11856489,,7.737753
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,1998,,39.77123793,-121.615663,17.19437373,,0.541599
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,1998,,39.77112281,-121.6157973,17.19437373,,0.541599
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1999,2,39.74937506,-121.6108599,82.74168046,,4.169177
Affected (1-9%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,2,39.75014356,-121.6103713,55.07016325,,3.199795
Affected (1-9%),,Asphalt,Enclosed,No Vents,Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,2,39.75013143,-121.6111644,47.73648328,,4.755199
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1999,1,39.74450645,-121.6197756,16.47407091,,2.609123
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1999,1,39.74547083,-121.6202225,15.49736018,,1.596034
No Damage,,,,,,,,,,,1999,1,39.75925189,-121.6050978,28.4632748,1,1.858314
No Damage,,,,,,,,,,,1999,1,39.72111824,-121.5214143,93.71516073,8,5.026878
No Damage,,,,,,,,,,,1999,0,39.70665654,-121.7348112,63.76705992,,
Destroyed (>50%),,Asphalt,Unenclosed,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,1,39.72808157,-121.4987186,220.1797337,9,13.873837
No Damage,,,,,,,,,,,1999,0,39.74117437,-121.6930403,43.2512542,,
Destroyed (>50%),,Asphalt,Unenclosed,Unknown,Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1999,0,39.76048512,-121.6768127,11.63257535,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Unknown,Combustible,No Fence,1999,0,39.76055634,-121.6763988,29.62398243,,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Ignition Resistant,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,1999,0,39.76057537,-121.6767437,11.63257535,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Non Combustible,No Fence,1999,1,39.77114259,-121.6689874,55.95096221,1,
Affected (1-9%),,Metal,Unenclosed,"Mesh Screen > 1/8""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,1,39.77048626,-121.6677514,73.51727173,1,
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Unknown,No Fence,1999,1,39.77113944,-121.6678933,27.24793901,,
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,Unknown,Non Combustible,1999,1,39.77124981,-121.6676092,27.24793901,5,
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1999,1,39.75902258,-121.6481265,32.76115332,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.77367957,-121.5985042,54.74844164,1,24.283232
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,Unknown,No Patio Cover/Carport,Non Combustible,1999,1,39.75884822,-121.648435,32.76115332,,
No Damage,,,,,,,,,,,1999,,39.77878199,-121.6666467,96.97014932,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1999,1,39.77966367,-121.5964257,30.6603177,,2.959345
Destroyed (>50%),,Wood,Unenclosed,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1999,,39.7838285,-121.5961859,21.51610839,1,2.645042
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,Masonry/Concrete,Combustible,No Fence,1999,0,39.78409341,-121.5958339,42.11417824,2,2.163978
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1999,0,39.80244028,-121.6071715,22.40523801,3,
No Damage,,,,,,,,,,,1999,0,39.80247136,-121.5871767,76.09929691,1,13.36062
No Damage,,,,,,,,,,,1999,1,39.70678225,-121.7340767,64.50813382,,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,1999,1,39.80390016,-121.6029416,24.18555836,,
No Damage,,,,,,,,,,,1999,0,39.80972518,-121.6240978,50.64817539,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1999,0,39.80582913,-121.5983769,24.06265766,2,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.74255103,-121.594978,34.07668154,,1.759312
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.81341583,-121.5956232,22.66559244,,1.056852
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,1999,,39.81428891,-121.6099468,31.44009767,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.81687177,-121.5983072,17.10834657,,
No Damage,,,,,,,,,,,1999,,39.82036894,-121.602374,22.77967335,,
No Damage,,,,,,,,,,,1999,,39.82217807,-121.6043932,18.43802529,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1999,,39.82407094,-121.6029397,20.52902587,,
No Damage,,,,,,,,,,,1999,,39.76645704,-121.592784,46.22773246,2,10.569628
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Wood,Wood,Combustible,Non Combustible,1999,,39.74697887,-121.5928135,29.21131885,,5.14011
No Damage,,,,,,,,,,,1999,,39.72360006,-121.6527384,34.71260169,1,
No Damage,,,,,,,,,,,1999,,39.72391194,-121.6527087,34.71260169,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,1999,,39.7618593,-121.5809389,46.52991959,4,
No Damage,,,,,,,,,,,1999,,39.73040239,-121.7007508,19.11484039,1,
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,1999,,39.76117639,-121.572215,25.99015447,2,1.468014
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.73336879,-121.6984084,27.52469242,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1999,,39.73342188,-121.6980947,27.52469242,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,1999,,39.76113421,-121.5718362,21.25938642,4,1.409355
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.76130102,-121.5719582,21.25938642,2,1.468014
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Unknown,Unknown,No Fence,1999,,39.73553133,-121.5710809,64.6379412,2,2.347298
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,No Fence,1999,,39.74541095,-121.5702958,32.23180705,1,9.399467
No Damage,,,,,,,,,,,1999,,39.70815153,-121.7705967,38.15411638,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1999,,39.72638886,-121.6464321,161.4779796,,
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,Unknown,Non Combustible,1999,,39.76208037,-121.640932,27.82795325,,
No Damage,,,,,,,,,,,1999,,39.74819753,-121.5533711,45.23941722,4,3.536548
No Damage,,,,,,,,,,,1999,,39.66214316,-121.6278868,64.40256396,,
No Damage,,,,,,,,,,,1999,,39.66157357,-121.6282407,70.13960945,2,
No Damage,,,,,,,,,,,1999,,39.64793749,-121.6662808,180.1201097,,
No Damage,,,,,,,,,,,1999,,39.6471308,-121.6644595,124.3206472,,
No Damage,,,,,,,,,,,1999,,39.67265851,-121.5392617,104.6296364,6,5.309493
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,1999,,39.73358526,-121.6501572,47.43864017,,
No Damage,,,,,,,,,,,1999,,39.6799462,-121.5709528,40.3277411,,7.266606
No Damage,,,,,,,,,,,1999,,39.83029248,-121.6099418,58.7803891,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.66347455,-121.6448949,139.3474133,3,6.121737
No Damage,,,,,,,,,,,1999,,39.66536925,-121.642749,279.5091312,,5.791354
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1999,,39.7432185,-121.64063,12.91661305,,1.292019
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.74319718,-121.6404818,12.91661305,,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Unknown,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,1999,,39.74471836,-121.6414361,38.04834679,,1.334845
No Damage,,,,,,,,,,,1999,,39.74443136,-121.6411933,38.04834679,,2.116199
Destroyed (>50%),,Metal,Enclosed,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.7395339,-121.5045221,78.15855487,2,1.163488
Destroyed (>50%),,Metal,No Eaves,Unscreened,Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.74015103,-121.5040831,45.21635326,2,3.975192
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.74038412,-121.5045158,45.21635326,3,34.433834
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1999,,39.74422284,-121.6196748,16.50026232,1,2.26829
No Damage,,,,,,,,,,,1999,,39.74006545,-121.4984913,20.52385617,2,4.154835
No Damage,,,,,,,,,,,1999,,39.74020731,-121.4983378,20.52385617,3,2.50842
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,1999,,39.71642981,-121.5780259,39.0860722,,7.610917
No Damage,,,,,,,,,,,1999,,39.71648725,-121.5784757,39.0860722,2,7.12734
No Damage,,,,,,,,,,,1999,,39.71766837,-121.5791241,54.55040609,,7.382719
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1999,,39.71831878,-121.5786344,51.31645682,3,3.266133
No Damage,,,,,,,,,,,1999,,39.71797661,-121.6162605,100.2778177,1,2.651263
No Damage,,,,,,,,,,,1999,,39.72157256,-121.6435716,166.1517438,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,1999,,39.745733,-121.6510395,24.43479931,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1999,,39.77576347,-121.6856953,69.87453241,,
No Damage,,,,,,,,,,,1999,,39.72504759,-121.6152391,121.5278146,1,4.965887
No Damage,,,,,,,,,,,1999,,39.73370043,-121.577721,29.81674204,2,1.142883
No Damage,,,,,,,,,,,1999,,39.73395135,-121.5778451,29.81674204,,1.418402
No Damage,,,,,,,,,,,1999,,39.72840571,-121.6366831,59.54355968,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1999,,39.73229348,-121.6364757,31.06024434,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1999,,39.73229921,-121.6371089,25.00804678,,
No Damage,,,,,,,,,,,1999,,39.68005524,-121.5745103,57.04188083,8,9.304518
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,1999,,39.73106822,-121.5704743,33.60195381,,8.599482
No Damage,,,,,,,,,,,1999,,39.68001498,-121.5722989,40.2866017,3,9.969826
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1999,,39.77402717,-121.6322988,58.39924177,,
Destroyed (>50%),,Metal,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.73735753,-121.6782543,136.8747889,1,
No Damage,,,,,,,,,,,1999,,39.7836356,-121.6593705,81.13866867,,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,Wood,Combustible,No Fence,1999,,39.75101415,-121.6298598,17.16163197,,1.805879
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1999,,39.75101495,-121.6296595,17.16163197,,1.805879
Destroyed (>50%),,Asphalt,Enclosed,Unknown,Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,1999,,39.74027222,-121.5888119,26.7215798,1,2.925621
Destroyed (>50%),,Metal,No Eaves,No Vents,Combustible,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.74004544,-121.5887073,26.7215798,4,1.006034
No Damage,,,,,,,,,,,1999,2,39.7065699,-121.7329626,81.02972996,,
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Unknown,Wood,No Patio Cover/Carport,No Fence,1999,1,39.73934651,-121.5780615,37.86634324,1,1.140954
Major (26-50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1999,2,39.74638736,-121.6083915,71.68124144,,6.978274
No Damage,,,,,,,,,,,1999,2,39.75287181,-121.6131447,38.50853917,1,7.906157
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,0,39.74730766,-121.5825994,21.98813656,,1.383244
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,1,39.74714477,-121.5824534,21.98813656,,1.383244
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Single Pane,Unknown,Unknown,Unknown,No Fence,1999,2,39.74920643,-121.5806354,25.19710359,1,0.771787
Major (26-50%),,Metal,Unknown,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,1,39.74940156,-121.5804852,25.19710359,,10.297371
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,1,39.74916967,-121.5798742,24.76311164,,8.329907
Destroyed (>50%),,Asphalt,Unenclosed,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.75018914,-121.604868,26.4422594,,2.246638
No Damage,,,,,,,,,,,1999,,39.75033495,-121.6051146,26.62100886,,2.062902
Destroyed (>50%),,Asphalt,Unknown,Unknown,Ignition Resistant,Unknown,No Deck/Porch,Wood,Unknown,Non Combustible,1999,,39.75326392,-121.6169578,28.1832008,1,2.067313
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1999,,39.75749273,-121.6410577,37.03905245,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1999,,39.76184823,-121.5832998,32.3710622,,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.76380894,-121.5933354,25.27804964,,
No Damage,,,,,,,,,,,1999,,39.76312974,-121.6045372,38.13829719,2,1.783345
No Damage,,,,,,,,,,,1999,,39.80258584,-121.6065359,29.78310897,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.81706022,-121.6056024,23.77910969,,
No Damage,,,,,,,,,,,1999,,39.80358429,-121.6054063,26.33168755,,
No Damage,,,,,,,,,,,1999,,39.81985367,-121.605177,28.52134607,,
Affected (1-9%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,1999,,39.81999391,-121.6043587,26.52526889,,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,1999,,39.76444677,-121.5660112,63.71287457,2,11.600404
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,Combustible,1999,,39.77428932,-121.5917569,28.05058502,1,8.809964
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,Combustible,1999,,39.77422814,-121.5896677,31.10416902,1,0.925443
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1999,,39.77427998,-121.5907778,31.83770555,,10.225687
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,1999,,39.81667908,-121.6074066,29.84020971,,
No Damage,,,,,,,,,,,1999,,39.80130098,-121.6023126,27.07787712,1,
No Damage,,,,,,,,,,,1999,,39.81445495,-121.6009022,18.75443191,,
No Damage,,,,,,,,,,,1999,,39.8145705,-121.601062,18.75443191,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Unknown,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,1999,,39.77596341,-121.6317146,69.05184795,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Combustible,1999,,39.81038057,-121.5996101,14.30030966,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.81045456,-121.5994733,14.30030966,1,
No Damage,,,,,,,,,,,1999,,39.82723498,-121.5998545,27.64869847,,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,1999,,39.7770353,-121.5862539,24.30901753,3,2.308392
No Damage,,,,,,,,,,,1999,,39.77164083,-121.5773903,33.98595405,1,2.31763
Destroyed (>50%),,Asphalt,Enclosed,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.77778158,-121.6181757,13.78498204,1,0.616743
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1999,,39.77785811,-121.618049,13.78498204,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1999,,39.78565342,-121.6016635,31.59084426,1,
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,,39.77914616,-121.5901428,36.28727872,,1.708258
No Damage,,,,,,,,,,,1999,,39.77903787,-121.5911485,49.05742632,,8.112991
