DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,DECKPORCHO,DECKPORCHE,PATIOCOVER,FENCEATTAC,YEARBUILT,FLAME,EMBER,LATITUDE,LONGITUDE,Distance,VSD
Destroyed (>50%),95433,Metal,Unknown,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1948,2.024215698,,38.64890432,-122.7236966,618.4397101,2
Destroyed (>50%),,Asphalt,No Eaves,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1990,1.488311529,1,38.6205057,-122.7513157,618.4397101,2
Affected (1-9%),,Tile,Enclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,1990,1.818478942,1,38.6205057,-122.7513157,611.3528949,2
Destroyed (>50%),95448,Asphalt,No Eaves,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1900,,,38.66097072,-122.8002208,598.6923646,2
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2000,0.675056756,,38.678513,-122.80468,597.6633324,2
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1980,,,38.56719001,-122.7940962,592.874327,2
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.5597384,-122.7933518,574.42604,2
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1925,,,38.56913705,-122.8140404,569.2252531,2
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1925,,,38.56913705,-122.8140404,563.7251516,2
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1942,,,38.60438583,-122.7765737,561.3001928,2
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1976,,,38.56808425,-122.7988326,558.2310366,2
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1971,,,38.60497487,-122.7762422,557.7587829,2
Destroyed (>50%),95433,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,Wood,Non Combustible,Combustible,1950,2.205929279,,38.65606765,-122.7310902,556.1759978,2
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1993,,,38.5862462,-122.8391823,556.1759978,2
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1993,,,38.5862462,-122.8391823,554.9047448,2
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2006,,1,38.55998145,-122.7326346,554.2534784,2
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2003,1.881055832,,38.552274,-122.7481105,554.1537674,2
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1983,,,38.5468312,-122.7708497,551.2827745,2
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.56033345,-122.793543,548.3370021,2
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1997,,,38.56244155,-122.7987455,548.3370021,1
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1990,,,38.63590752,-122.7996412,543.3373734,1
Destroyed (>50%),95433,Tile,Unknown,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,2006,6.952310085,1,38.6722506,-122.7461003,543.1821644,1
Destroyed (>50%),95433,Tile,Unknown,Unknown,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2006,7.394635677,,38.6722506,-122.7461003,541.1900944,1
Destroyed (>50%),95433,Tile,Unknown,Unknown,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2006,7.394635677,2,38.6722506,-122.7461003,538.9915852,1
Destroyed (>50%),95433,Tile,Unknown,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2006,4.74873209,2,38.6722506,-122.7461003,538.9915852,1
Destroyed (>50%),95433,Wood,Unknown,Unknown,Wood,Unknown,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,2006,4.74873209,2,38.6722506,-122.7461003,529.3408857,1
Destroyed (>50%),95433,Asphalt,Unknown,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2006,15.53665257,3,38.6722506,-122.7461003,528.7811823,1
Affected (1-9%),95433,Concrete,No Eaves,Unscreened,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2006,6.584151745,,38.6722506,-122.7461003,523.8083261,1
Major (26-50%),95433,Tile,Enclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,Masonry/Concrete,Unknown,No Fence,2006,3.130466223,,38.6722506,-122.7461003,523.8083261,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1966,,,38.66564984,-122.8042996,523.2949029,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1988,,,38.5610136,-122.795606,519.2021882,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2004,,,38.568238,-122.8038482,519.2021882,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1997,,,38.56182795,-122.7986302,518.9466085,1
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1974,,,38.64214969,-122.7016659,518.9466085,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.5603437,-122.7930844,514.3203144,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1966,,,38.66587727,-122.803973,513.5919331,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2007,,,38.5470202,-122.7408379,512.6905112,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1990,,,38.559398,-122.7941743,512.5256191,1
No Damage,95403,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.812143087,,38.5484569,-122.7388171,510.9325039,1
Destroyed (>50%),95439,Asphalt,Unknown,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,Wood,Wood,Combustible,No Fence,1985,6.068841934,,38.5376241,-122.7655739,510.9325039,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1985,,,38.6443897,-122.8135244,509.5836922,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1975,,1,38.56898885,-122.7954501,508.7512354,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.5829065,-122.7957727,508.2496252,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.996435404,,38.6550657,-122.7831002,508.2496252,1
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1974,,,38.64215658,-122.7016969,503.3628278,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.5600477,-122.7937589,503.3628278,1
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1900,,,38.66055948,-122.7989327,502.0875203,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1976,6.72833395,,38.598208,-122.7480793,487.4112298,1
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.58791592,-122.8369113,482.4630423,1
Destroyed (>50%),,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Unknown,No Fence,1976,2.98340416,1,38.59925031,-122.7521735,478.7240511,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1988,,,38.5787396,-122.8306027,477.6369979,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1993,,,38.5649857,-122.8016887,476.8746878,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1890,,1,38.5526236,-122.758868,476.5366465,1
Minor (10-25%),95492,Tile,Unenclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1992,,,38.55937575,-122.7935892,476.5366465,1
Destroyed (>50%),95433,Metal,Unknown,Unscreened,Wood,Single Pane,No Deck/Porch,Wood,Unknown,No Fence,1950,,,38.66266016,-122.7383436,474.992255,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.5598828,-122.7932507,472.7119157,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1962,,,38.6613102,-122.8129485,469.1178556,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1962,,,38.6613102,-122.8129485,467.6546495,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1962,,,38.6613102,-122.8129485,455.9969601,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.5595405,-122.7934823,455.5944093,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1890,,,38.62770076,-122.6774091,455.5944093,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1966,2.639197588,,38.6311309,-122.7743061,452.8906579,1
Destroyed (>50%),95492,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1966,2.121778488,,38.6311309,-122.7743061,451.6370141,1
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1938,,,38.58715085,-122.8319744,451.4535463,1
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,1990,,,38.6462643,-122.7637081,447.3341997,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1930,,,38.65658585,-122.8064991,446.9285881,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1930,,,38.65658585,-122.8064991,445.7172295,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65658585,-122.8064991,437.1129881,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2010,4.497694016,,38.5412505,-122.7466883,437.1129881,1
Destroyed (>50%),,Metal,Unknown,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1900,2.990518093,,38.65632553,-122.7873449,432.4645017,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920,,,38.54475145,-122.7745288,432.4645017,1
Destroyed (>50%),95433,Asphalt,Unknown,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1935,,,38.65457803,-122.7246355,429.3660137,1
Destroyed (>50%),95433,Metal,Unenclosed,No Vents,Other,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1948,,,38.64891303,-122.7237779,429.0775039,1
Destroyed (>50%),,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,1,38.63190955,-122.7414026,421.4871877,1
No Damage,95439,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.416335583,,38.54772314,-122.7438084,420.8129114,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1992,,,38.5871066,-122.7976228,420.8129114,1
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,1923,6.164969921,1,38.6739659,-122.7790504,413.5625487,1
Destroyed (>50%),95433,Asphalt,Unknown,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1908,,,38.64744157,-122.7121023,412.9453885,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1993,,,38.5556452,-122.7832174,412.9453885,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.5556452,-122.7832174,411.8965503,1
Destroyed (>50%),95433,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,No Windows,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,0.385741919,,38.6546406,-122.7243826,407.795305,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1977,,,38.64970825,-122.8114984,407.5399546,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2006,5.023253918,,38.5618309,-122.7352314,406.8394848,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,406.8394848,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,405.5053873,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,402.4206864,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,399.995668,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,396.7867315,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,395.3320888,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,395.3208115,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,394.5494893,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,394.0038036,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,394.0038036,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,393.0238039,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,392.9033348,1
No Damage,95411,Unknown,No Eaves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.65584495,-122.7991301,390.6648393,1
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Unknown,Unknown,Unknown,No Fence,,,,38.65584495,-122.7991301,390.6648393,1
Destroyed (>50%),95439,Asphalt,Unknown,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1989,5.526575089,,38.54326125,-122.7669905,388.7085242,1
Destroyed (>50%),95439,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1989,1.618373752,,38.54326125,-122.7669905,386.8673414,1
Destroyed (>50%),95433,Metal,Unknown,Unknown,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1948,2.588079691,,38.64869027,-122.7214025,386.8673414,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.63610474,-122.7060309,385.2986875,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.62701675,-122.6781349,385.2986875,1
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.63228897,-122.6738208,382.0003928,1
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1980,2.499490976,1,38.58735355,-122.7579129,376.9121548,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6552396,-122.7933955,372.8220113,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6552396,-122.7933955,372.8220113,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6552396,-122.7933955,371.0807573,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6552396,-122.7933955,371.0807573,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6552396,-122.7933955,370.8396188,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6552396,-122.7933955,368.7848566,1
No Damage,95411,Other,Enclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,38.6552396,-122.7933955,367.974855,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6552396,-122.7933955,365.5572417,1
No Damage,,Asphalt,Enclosed,No Vents,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,,,,38.6552396,-122.7933955,365.2197919,1
Minor (10-25%),,Metal,No Eaves,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,5.160022259,1,38.587376,-122.75781,364.6565159,1
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.63228788,-122.6738189,364.6565159,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2006,0.724697411,1,38.5828094,-122.7895517,362.2802727,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1973,,,38.5828094,-122.7895517,361.8505536,1
Destroyed (>50%),95492,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,Unknown,No Fence,1968,,,38.5855192,-122.8155332,361.0199742,1
Destroyed (>50%),95492,Concrete,No Eaves,No Vents,Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1968,,,38.5855192,-122.8155332,360.5995594,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.5855192,-122.8155332,359.7302927,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,,,38.5855192,-122.8155332,359.5505135,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2006,2.778716326,,38.5604945,-122.7351284,358.6491414,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2006,2.408847809,1,38.5604945,-122.7351284,358.6059373,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1994,,,38.5611619,-122.796409,358.0174849,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1990,,,38.63650838,-122.7999357,356.2832053,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1975,0.35823223,,38.62991085,-122.7694556,356.2832053,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1974,,,38.5671294,-122.7991292,355.4390225,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1975,,,38.5671294,-122.7991292,352.5365146,1
Destroyed (>50%),,Metal,Unknown,Unknown,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Unknown,Unknown,No Fence,2008,1.374713898,1.497432179,38.59869827,-122.7635988,352.2988098,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1984,1.42452836,,38.599666,-122.748679,350.4928265,1
Affected (1-9%),95439,Unknown,Unknown,Unknown,Unknown,Unknown,Wood,Wood,Combustible,Unknown,2000,2.439348221,,38.5440722,-122.7522004,350.4928265,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1977,,,38.58786865,-122.8261799,349.4278973,1
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1911,,,38.60006561,-122.8452573,346.7252112,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1969,,,38.5842344,-122.7891935,344.21828,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1957,,,38.66714502,-122.8024299,344.21828,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,,,38.56019195,-122.7929595,339.1705942,1
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,4.081504822,,38.59918037,-122.7515044,336.5470239,1
No Damage,95448,Metal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.63881442,-122.7852105,336.5470239,1
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1977,1.968519688,,38.6335874,-122.770511,335.2420114,1
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6296033,-122.835388,333.3096052,1
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1908,2.230881453,,38.65041969,-122.7110215,325.7719296,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1958,1.761655331,,38.670772,-122.8062348,325.7719296,1
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1958,0.582876742,,38.670772,-122.8062348,314.6285387,1
