DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,DECKPORCHO,DECKPORCHE,PATIOCOVER,FENCEATTAC,YEARBUILT,FLAME,EMBER,LATITUDE,LONGITUDE,Distance,VSD
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1998,,,38.69375152,-122.8124101,0,
Destroyed (>50%),95411,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,1.462853789,,38.70954902,-122.8394893,0,
Destroyed (>50%),95411,Metal,No Eaves,"Mesh Screen > 1/8""",Metal,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,38.70949816,-122.8392571,0,
Destroyed (>50%),95411,Metal,No Eaves,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1994,5.510427952,,38.7030275,-122.8261841,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1,38.71191614,-122.8825031,0,
No Damage,95448,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,3.076401234,2,38.734381,-122.754123,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2007,,,38.7345189,-122.7542356,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1921,3.712548494,,38.72514971,-122.8905703,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1,38.78637834,-122.7812607,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1,38.78648791,-122.7814031,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920,,,38.71676237,-122.8836814,0,
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1965,,1,38.70489325,-122.7584235,0,
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1965,,,38.7048967,-122.7582373,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1952,,,38.69598409,-122.8321694,0,
Destroyed (>50%),95441,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,6.881608009,,38.7106312,-122.8784589,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1980,15.98878002,2.53435159,38.74065,-122.885405,0,
Affected (1-9%),95441,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,38.7091685,-122.8375199,0,
Destroyed (>50%),95441,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,38.70911701,-122.8373559,0,
Destroyed (>50%),95441,Metal,Unknown,Unscreened,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1948,,,38.69413893,-122.8359739,0,
Destroyed (>50%),95441,Metal,Unknown,Unscreened,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1948,,,38.69423155,-122.836103,0,
Destroyed (>50%),95441,Metal,Unenclosed,No Vents,Metal,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1908,,,38.71725758,-122.8837053,0,
Destroyed (>50%),95441,Metal,Enclosed,"Mesh Screen > 1/8""",Vinyl,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1952,,,38.69504218,-122.8322971,0,
Destroyed (>50%),95441,Metal,Unenclosed,No Vents,Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1952,,,38.695171,-122.832279,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1921,3.30641675,,38.72515936,-122.890929,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1921,3.30641675,,38.72515486,-122.8907765,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.69308252,-122.826367,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1981,,,38.69307542,-122.8265148,0,
Destroyed (>50%),95441,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1948,,,38.69476132,-122.8366485,0,
Destroyed (>50%),95441,Wood,Unenclosed,Unscreened,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,1948,,,38.69485624,-122.836733,0,
No Damage,96426,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1,38.71214385,-122.8826742,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.712071,-122.88258,0,
No Damage,95441,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1908,,,38.7168981,-122.8837639,0,
Destroyed (>50%),95441,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1952,,,38.69584227,-122.8321882,0,
Destroyed (>50%),95441,Asphalt,Unenclosed,No Vents,Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1952,,,38.69565322,-122.8322135,0,
Destroyed (>50%),95441,Metal,Enclosed,No Vents,Metal,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1952,,,38.69574774,-122.8322008,0,
Destroyed (>50%),,Metal,No Eaves,No Vents,Metal,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,2.205343008,1,38.77482778,-122.7994737,0,
Destroyed (>50%),,Wood,Unknown,Unknown,Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,2.205343008,1,38.77480245,-122.799359,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920,,,38.717486,-122.88356,0,
Destroyed (>50%),95441,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1908,,,38.71739935,-122.8836857,0,
No Damage,96426,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,3.753323793,,38.79024206,-122.7547178,0,
No Damage,96426,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.79031459,-122.7547747,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.69343745,-122.8249143,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6933638,-122.824869,0,
Destroyed (>50%),95441,Metal,Unknown,Unknown,Metal,Single Pane,No Deck/Porch,No Deck/Porch,Unknown,Non Combustible,1908,,,38.71699695,-122.8837467,0,
Destroyed (>50%),95441,Metal,Unknown,"Mesh Screen <= 1/8""",Metal,No Windows,Unknown,Unknown,No Patio Cover/Carport,No Fence,1908,1.80935812,,38.71706978,-122.883734,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.7107584,-122.8785389,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,2.766943216,,38.71079258,-122.8786208,0,
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1961,32.85678864,1,38.7474953,-122.7713594,0,
No Damage,,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,1961,9.17309761,,38.74754732,-122.7713877,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920,,,38.71739495,-122.8835747,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920,,,38.71734943,-122.8835821,0,
No Damage,,Concrete,No Eaves,No Vents,Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,,38.74271273,-122.7677676,0,
No Damage,,Concrete,No Eaves,No Vents,Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,,38.74275728,-122.7677539,0,
No Damage,96426,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,3.785984039,,38.79093163,-122.7552592,0,
No Damage,96426,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.7909514,-122.7552748,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,3.961328745,,38.706748,-122.873857,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.443362117,,38.70673405,-122.8738445,0,
Destroyed (>50%),,Asphalt,Unenclosed,Unknown,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1948,3.031468868,,38.6915864,-122.8345427,0,
Minor (10-25%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1948,,,38.69157346,-122.8345508,0,
No Damage,,Metal,Unenclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1925,1.536011338,1,38.70262852,-122.7735225,0,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Masonry/Concrete,Wood,Unknown,No Fence,1946,4.355540276,1,38.73728187,-122.8568883,0,
Destroyed (>50%),,Asphalt,Unenclosed,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,Unknown,No Fence,1946,3.571594715,,38.737272,-122.856887,0,
Destroyed (>50%),95411,Wood,Unenclosed,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,1,38.70840166,-122.8373748,0,
Destroyed (>50%),95411,Wood,Unknown,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,1,38.70840333,-122.8373625,0,
Destroyed (>50%),95441,Asphalt,Unenclosed,No Vents,Stucco/Brick/Cement,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1908,,,38.71756024,-122.8836635,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,3.881533861,,38.70803735,-122.8753489,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,2.927303076,,38.70803833,-122.8753499,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1953,,,38.68813685,-122.8123042,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1957,,,38.68813685,-122.8123042,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1957,4.249908447,,38.68813685,-122.8123042,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1953,,,38.68813685,-122.8123042,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1953,,,38.68813685,-122.8123042,0,
Destroyed (>50%),95411,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1953,1.877431393,,38.68813685,-122.8123042,0,
Destroyed (>50%),95411,Metal,Unknown,"Mesh Screen > 1/8""",Unknown,Multi Pane,Masonry/Concrete,Unknown,Unknown,No Fence,1953,4.291288376,,38.6934514,-122.8123131,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1953,,,38.69218867,-122.8136706,0,
Destroyed (>50%),95411,Metal,Unknown,"Mesh Screen > 1/8""",Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,Unknown,No Fence,1953,12.25814724,1,38.6934514,-122.8123131,0,
Destroyed (>50%),95411,Wood,Unknown,Unknown,Wood,Unknown,Wood,Unknown,Unknown,No Fence,1953,3.103213787,1,38.6934514,-122.8123131,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1953,,,38.69218867,-122.8136706,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1,38.5110803,-122.8473388,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.5110803,-122.8473388,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.5110803,-122.8473388,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.5110803,-122.8473388,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1,38.5110803,-122.8473388,0,
Destroyed (>50%),95441,Metal,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,3.039029121,,38.707687,-122.902496,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.707687,-122.902496,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.711549,-122.8801935,0,
Affected (1-9%),95441,Asphalt,Unenclosed,No Vents,Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,38.711743,-122.8808397,0,
Affected (1-9%),95441,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,38.711743,-122.8808397,0,
Destroyed (>50%),95411,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,5.635852337,,38.6962039,-122.8104116,0,
Minor (10-25%),95411,Metal,Unenclosed,"Mesh Screen > 1/8""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,5.845753193,1,38.6962039,-122.8104116,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,4.029119968,,38.711549,-122.8801935,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.796348,-122.7650501,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.796348,-122.7650501,0,
Destroyed (>50%),,Metal,No Eaves,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,2.930260181,2,38.7465283,-122.7663206,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,17.29640579,2,38.5110803,-122.8473388,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,26.43984032,3,38.5110803,-122.8473388,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,3.6711514,1,38.5110803,-122.8473388,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,4.332939148,,38.5110803,-122.8473388,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,6.023943901,,38.5110803,-122.8473388,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,20.4419136,,38.707687,-122.902496,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,4.944083214,1.245218296,38.5110803,-122.8473388,0,
Affected (1-9%),95441,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,1953,,,38.711743,-122.8808397,0,
Affected (1-9%),95441,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1908,2.25807786,,38.7175681,-122.8836624,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1952,5.525439262,1,38.7175681,-122.8836624,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1952,5.525439262,,38.7175681,-122.8836624,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1952,,1,38.7175681,-122.8836624,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1952,6.382116795,,38.7175681,-122.8836624,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1952,0.834827304,,38.7175681,-122.8836624,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1998,5.694870949,1.341004865,38.6944703,-122.816114,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1998,5.788255215,,38.6944703,-122.816114,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1998,1.77287221,,38.6944703,-122.816114,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1998,1.77287221,,38.6944703,-122.816114,0,
No Damage,,Metal,Enclosed,"Mesh Screen <= 1/8""",Vinyl,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,10.44085217,2.630175957,38.7026399,-122.7735233,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1998,5.373944283,,38.6944703,-122.816114,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1998,5.774953365,,38.6944703,-122.816114,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1987,1.171295404,,38.6956722,-122.8520151,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1977,11.05983639,1,38.6956722,-122.8520151,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1987,6.48878479,1,38.6956722,-122.8520151,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1975,,,38.69476435,-122.8340856,0,
Destroyed (>50%),95411,Metal,Unknown,Unscreened,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1975,,,38.69476435,-122.8340856,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,3.776124954,,38.69325715,-122.8536677,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1991,2.22583437,,38.69325715,-122.8536677,0,
Destroyed (>50%),95411,Metal,Unknown,Unscreened,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1948,,,38.69476435,-122.8340856,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1983,6.01489687,1.195021106,38.7405364,-122.8853018,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1983,24.61600304,,38.7405364,-122.8853018,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1982,31.66274452,,38.7356413,-122.8892621,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1982,29.8584137,,38.7356413,-122.8892621,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1982,1.334478855,1,38.7356413,-122.8892621,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1983,23.81798553,,38.73485845,-122.8957889,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1983,19.51190376,3,38.73485845,-122.8957889,0,
Destroyed (>50%),,Wood,Unknown,Unknown,Wood,Unknown,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,1,38.78404925,-122.8206863,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1983,3.691812992,3,38.73485845,-122.8957889,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1,38.78404925,-122.8206863,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1982,6.696459293,1,38.73380445,-122.8939812,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1982,4.047739506,,38.73380445,-122.8939812,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1982,1.684076428,,38.73380445,-122.8939812,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.696145,-122.8382123,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.696145,-122.8382123,0,
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,2015,,,38.69688885,-122.8335099,0,
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2015,,,38.69688885,-122.8335099,0,
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2015,,1,38.69688885,-122.8335099,0,
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2015,,,38.69688885,-122.8335099,0,
Destroyed (>50%),95411,Metal,Unenclosed,No Vents,Metal,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1953,,,38.7001761,-122.837396,0,
Affected (1-9%),95411,Metal,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1953,4.334870815,,38.7001761,-122.837396,0,
Destroyed (>50%),95411,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1953,3.14330101,,38.7001761,-122.837396,0,
Destroyed (>50%),95411,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1953,5.361715317,,38.7001761,-122.837396,0,
Destroyed (>50%),95411,Metal,Unknown,"Mesh Screen > 1/8""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1953,5.604258537,1,38.7001761,-122.837396,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,2.33168149,,38.7203314,-122.8907057,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,2.101124048,,38.7200142,-122.8885186,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.810460925,,38.7203314,-122.8907057,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.810460925,,38.7203314,-122.8907057,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.810460925,,38.7203314,-122.8907057,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.7203314,-122.8907057,0,
